Q31	P1082	{'amount': '+11584008', 'unit': '1'}	https://statbel.fgov.be/en/themes/population/structure-population	P854
Q31	P1082	{'amount': '+11584008', 'unit': '1'}	https://web.archive.org/web/20220709102227/https://statbel.fgov.be/en/themes/population/structure-population	P1065
Q31	P2852	Q25648793	http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx	P854
Q31	P2852	Q25648794	http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx	P854
Q31	P2853	Q1378312	http://www.iec.ch/worldplugs/list_bylocation.htm	P854
Q31	P2853	Q1378312	https://web.archive.org/web/20160610225010/https://www.iec.ch/worldplugs/list_bylocation.htm	P1065
Q31	P2853	Q2335536	http://www.iec.ch/worldplugs/list_bylocation.htm	P854
Q31	P2853	Q2335536	https://web.archive.org/web/20160610225010/https://www.iec.ch/worldplugs/list_bylocation.htm	P1065
Q31	P1552	Q3174312	https://freedomhouse.org/report/freedom-world/freedom-world-2017	P854
Q31	P2573	{'amount': '+8330', 'unit': '1'}	http://data.uis.unesco.org/index.aspx?queryid=3372	P854
Q31	P530	Q423	https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf	P854
Q31	P571	{'time': '+1830-10-04T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}	https://www.belgium.be/en/about_belgium/country/history/belgium_from_1830	P854
Q31	P2258	206	https://www.mcc-mnc.com/	P854
Q31	P4841	{'amount': '+1.75', 'unit': '1'}	http://data.uis.unesco.org/index.aspx?queryid=239	P854
Q31	P3001	{'amount': '+65', 'unit': 'http://www.wikidata.org/entity/Q24564698'}	https://web.archive.org/web/20190103162918/https://www.onprvp.fgov.be/NL/profes/benefits/retirement/age/paginas/default.aspx	P854
Q31	P463	Q141720	http://eatc-mil.com/8/About-us	P854
Q31	P463	Q340195	https://en.wikipedia.org/wiki/African_Development_Bank	P854
Q31	P463	Q1072120	http://mtcr.info/partners/	P854
Q31	P463	Q8475	https://www.interpol.int/Member-countries/World	P854
Q31	P463	Q1480793	http://www.nuclearsuppliersgroup.org/en/participants1	P854
Q31	P463	Q842490	https://www.opcw.org/about-opcw/member-states/	P854
Q31	P463	Q3866537	http://mcce-mil.com/wp-content/uploads/glance/MCCE-AT-A-Glance-September-2017.pdf	P854
Q31	P463	Q521227	http://www.occar.int/185	P854
Q31	P463	Q233611	https://www.iho.int/srv1/index.php?option=com_wrapper&view=wrapper&Itemid=452&lang=en	P854
Q31	P463	Q826700	https://www.iea.org/countries/membercountries/	P854
Q31	P463	Q7809	http://www.unesco.org/eri/cp/ListeMS_Indicators.asp	P854
Q31	P463	Q17495	http://www.upu.int/en/the-upu/member-countries.html	P854
Q31	P463	Q376150	https://www.itu.int/online/mm/scripts/gensel8	P854
Q31	P463	Q1969730	https://www.touteleurope.eu/les-pays-membres-de-l-espace-schengen.html	P854
Q31	P463	Q1531570	https://www.gbif.org/country/BE/summary	P854
Q31	P463	Q45177	https://www.dhs.gov/visa-waiver-program-requirements	P854
Q31	P463	Q170424	https://public.wmo.int/en/members/belgium	P854
Q31	P463	Q7817	https://www.who.int/choice/demography/by_country/en/	P854
Q31	P463	Q182814	https://www.ats.aq/devAS/Parties?lang=e	P854
Q31	P463	Q605326	https://www.wcoomd.org/-/media/wco/public/global/pdf/about-us/wco-members/list-of-members-with-membership-date.pdf	P854
Q31	P463	Q823428	https://holocaustremembrance.com/countries/belgium	P854
Q31	P463	Q131720477	https://council.web.cern.ch/en/content/council-composition-january-2025	P854
Q31	P463	Q186444	https://en.wikipedia.org/wiki/List_of_parties_to_the_Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons	P854
Q31	P1198	{'amount': '+5.55', 'unit': 'http://www.wikidata.org/entity/Q11229'}	https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	P854
Q31	P5658	Q13196750	https://de.wikipedia.org/wiki/Mehrgleisigkeit#Fahrordnung_in_den_einzelnen_L%C3%A4ndern	P4656
Q31	P85	Q161539	http://www.belgium.be/fr/la_belgique/connaitre_le_pays/la_belgique_en_bref/symboles/hymnes/	P854
Q31	P2250	{'amount': '+81.69', 'unit': 'http://www.wikidata.org/entity/Q577'}	https://statbel.fgov.be/nl/themas/bevolking/sterfte-en-levensverwachting/sterftetafels-en-levensverwachting#panel-12	P854
Q31	P361	Q27496	https://www.workwithdata.com/place/belgium	P854
Q31	P2927	{'amount': '+0.8', 'unit': 'http://www.wikidata.org/entity/Q11229', 'upperBound': '+0.9', 'lowerBound': '+0.7'}	http://en.worldstat.info/World/List_of_countries_by_Water_surface_(percentage_of_total_area)	P854
Q31	P1622	Q14565199	http://chartsbin.com/view/edr	P854
Q31	P1451	{'text': 'Eendracht maakt macht', 'language': 'nl'}	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/symbolen/wapenschilden	P854
Q31	P1451	{'text': 'L’union fait la force', 'language': 'fr'}	https://www.belgium.be/fr/la_belgique/connaitre_le_pays/la_belgique_en_bref/symboles/blasons	P854
Q31	P1451	{'text': 'Einigkeit macht stark', 'language': 'de'}	https://www.belgium.be/de/ueber_belgien/land/belgien_auf_einen_nenner_gebracht/symbolen/wappenschild	P854
Q31	P5982	{'amount': '+32779', 'unit': '1'}	https://statbel.fgov.be/nl/themas/bevolking/partnerschap/huwelijken#panel-12	P854
Q31	P6897	{'amount': '+99', 'unit': 'http://www.wikidata.org/entity/Q11229'}	https://www.worldatlas.com/articles/the-highest-literacy-rates-in-the-world.html	P854
Q31	P3864	{'amount': '+20.7', 'unit': '1'}	https://apps.who.int/gho/athena/data/xmart.csv?target=GHO/SDGSUICIDE,SDG_SH_STA_SCIDEN&profile=crosstable&filter=COUNTRY:*;REGION:*;AGEGROUP:-&x-sideaxis=COUNTRY;SEX&x-topaxis=GHO;YEAR	P854
Q31	P8843	{'amount': '+13.1', 'unit': '1'}	https://data.worldbank.org/indicator/SI.POV.NAHC?locations=BE	P854
Q31	P6591	{'amount': '+41.8', 'unit': 'http://www.wikidata.org/entity/Q25267'}	https://vrtnws.be/p.je8J4yyww	P854
Q31	P832	Q196627	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q21196	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q209663	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q51638	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q39864	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q2512993	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q2190144	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q162691	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q587	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q6597183	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P832	Q2703710	https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen	P854
Q31	P7422	{'amount': '-30.1', 'unit': 'http://www.wikidata.org/entity/Q25267'}	https://www.frankdeboosere.be/vragen/vraag53.php	P854
Q31	P2131	{'amount': '+599880000000', 'unit': 'http://www.wikidata.org/entity/Q4917'}	https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=BE	P854
Q31	P1081	{'amount': '+0.937', 'unit': '1'}	https://hdr.undp.org/data-center/human-development-index#/indicies/HDI	P854
Q31	P2855	{'amount': '+21', 'unit': 'http://www.wikidata.org/entity/Q11229'}	https://www.belgium.be/nl/belastingen/btw/tarieven	P854
Q31	P1125	{'amount': '+27.2', 'unit': '1'}	https://data.worldbank.org/indicator/SI.POV.GINI	P854
Q31	P11547	{'amount': '+42.5', 'unit': '1'}	https://happyplanetindex.org/countries/?c=BEL	P854
Q31	P11593	{'amount': '+0.874', 'unit': '1'}	https://hdr.undp.org/inequality-adjusted-human-development-index\#/indicies/IHDI	P854
Q31	P1559	{'text': 'Koninkrijk België', 'language': 'nl'}	https://az.wikipedia.org/?oldid=7163278	P4656
Q31	P1559	{'text': 'Royaume de Belgique', 'language': 'fr'}	https://az.wikipedia.org/?oldid=7163278	P4656
Q31	P1559	{'text': 'Königreich Belgien', 'language': 'de'}	https://az.wikipedia.org/?oldid=7163278	P4656
Q45	P30	Q46	https://www.workwithdata.com/place/portugal	P854
Q45	P36	Q597	https://lisbonne.net/lisbonne-pas-capitale-du-portugal	P854
Q45	P37	Q5146	https://www.constituteproject.org/constitution/Portugal_2005?lang=en	P854
Q45	P150	Q25263	https://www.cia.gov/library/publications/the-world-factbook/geos/po.html	P854
Q45	P463	Q340195	https://en.wikipedia.org/wiki/African_Development_Bank	P854
Q45	P463	Q1072120	http://mtcr.info/partners/	P854
Q45	P463	Q8475	https://www.interpol.int/Member-countries/World	P854
Q45	P463	Q1480793	http://www.nuclearsuppliersgroup.org/en/participants1	P854
Q45	P463	Q842490	https://www.opcw.org/about-opcw/member-states/	P854
Q45	P463	Q3866537	http://mcce-mil.com/wp-content/uploads/glance/MCCE-AT-A-Glance-September-2017.pdf	P854
Q45	P463	Q233611	https://www.iho.int/srv1/index.php?option=com_wrapper&view=wrapper&Itemid=452&lang=en	P854
Q45	P463	Q826700	https://www.iea.org/countries/membercountries/	P854
Q45	P463	Q7809	http://www.unesco.org/eri/cp/ListeMS_Indicators.asp	P854
Q45	P463	Q17495	http://www.upu.int/en/the-upu/member-countries.html	P854
Q45	P463	Q376150	https://www.itu.int/online/mm/scripts/gensel8	P854
Q45	P463	Q1969730	https://www.touteleurope.eu/les-pays-membres-de-l-espace-schengen.html	P854
Q45	P463	Q45177	https://www.dhs.gov/visa-waiver-program-requirements	P854
Q45	P463	Q162656	http://icdo.org/who-we-are/members/observer-states.html	P854
Q45	P463	Q170424	https://public.wmo.int/en/members/portugal	P854
Q45	P463	Q7817	https://www.who.int/choice/demography/by_country/en/	P854
Q45	P463	Q605326	https://www.wcoomd.org/-/media/wco/public/global/pdf/about-us/wco-members/list-of-members-with-membership-date.pdf	P854
Q45	P463	Q823428	https://holocaustremembrance.com/countries/portugal	P854
Q45	P463	Q131720477	https://council.web.cern.ch/en/content/council-composition-january-2025	P854
Q45	P463	Q186444	https://en.wikipedia.org/wiki/List_of_parties_to_the_Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons	P854
Q45	P1082	{'amount': '+10347892', 'unit': '1'}	https://censos.ine.pt/scripts/db_censos_2021.html	P854
Q45	P530	Q423	https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf	P854
Q45	P1622	Q14565199	https://web.archive.org/web/20170210083750/https://basementgeographer.com/right-hand-traffic-versus-left-hand-traffic/	P854
Q45	P1198	{'amount': '+14', 'unit': 'http://www.wikidata.org/entity/Q11229', 'upperBound': '+15', 'lowerBound': '+13'}	http://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	P854
Q45	P2852	Q1061257	http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx	P854
Q45	P2853	Q1378312	http://www.iec.ch/worldplugs/list_bylocation.htm	P854
Q45	P2853	Q1123613	http://www.iec.ch/worldplugs/list_bylocation.htm	P854
Q45	P2884	{'amount': '+230', 'unit': 'http://www.wikidata.org/entity/Q25250'}	http://www.iec.ch/worldplugs/list_bylocation.htm	P854
Q45	P208	Q740205	https://diariodarepublica.pt/dr/lexionario/termo/governo	P854
Q45	P2046	{'amount': '+92225', 'unit': 'http://www.wikidata.org/entity/Q712226'}	https://www.pordata.pt/Municipios/Superf%C3%ADcie-57	P854
Q45	P1448	{'text': 'la République portugaise', 'language': 'fr'}	http://cnig.gouv.fr/wp-content/uploads/2020/02/CNT-PVM_r%C3%A9vis%C3%A9_2020-01-27-1.pdf	P854
Q45	P1448	{'text': 'República Portuguesa', 'language': 'pt'}	https://portaldiplomatico.mne.gov.pt/sobre-portugal#:~:text=Portugal%2C%20oficialmente%20Rep%C3%BAblica%20Portuguesa%2C%20%C3%A9,sul%20com%20o%20Oceano%20Atl%C3%A2ntico.	P854
Q45	P2573	{'amount': '+19620', 'unit': '1'}	http://data.uis.unesco.org/index.aspx?queryid=3372	P854
Q45	P1552	Q3174312	https://freedomhouse.org/report/freedom-world/freedom-world-2017	P854
